0.142884,0.157045,0.124132,0.116063,0.16622,0.14942,0.177892,0.135809,0.160771,0.198355,0.171098,0.172837,0.170128,0.186276,0.201688,0.18687,0.171363,0.171137,0.192682,0.174096,0.392325,0.452468,0.37608,0.381472,0.514945,0.392853,0.410355,0.381095,0.448089,0.445826,0.481361,0.511019,0.443888,0.481757,0.409555,0.391113,0.317693,0.366634,0.402254,0.346417,0.314124,0.339055,0.3363,0.334986,0.399477,0.0860603,0.110517,0.0855316,0.0864135,0.0898272,0.503724,0.494765,0.491733,0.505797,0.527287,0.0348762,0.0141389,0.0209465,0.0219962,0.0208566,2.61189,4.97782,3.23054,3.52332,3.62508,0.000209041,0.00592378,0.00700697,0.00202078,0.00489667,1.09863,1.07422,1.2207,1.17188,1.09863,0.09386,0.116015,0.0828817,0.0928872,0.103356,70,93
0.138143,0.140279,0.137158,0.147417,0.137901,0.195129,0.172536,0.137329,0.164369,0.157039,0.196974,0.1838,0.182996,0.222226,0.186643,0.228839,0.202737,0.209436,0.15921,0.171293,0.553157,0.559817,0.446456,0.516345,0.444169,0.469134,0.480902,0.458957,0.380895,0.523559,0.512218,0.572206,0.555282,0.513944,0.629176,0.520939,0.53461,0.4979,0.495577,0.507292,0.355155,0.422496,0.422722,0.290287,0.355709,0.0518883,0.0981638,0.0943006,0.0900055,0.0953896,0.489074,0.495655,0.492819,0.506655,0.527689,0.0358386,0.0142123,0.0204852,0.0230045,0.0215275,2.53009,4.94252,3.34036,3.34674,3.47606,0.000995632,-0.0110127,-0.00138847,-0.0110277,-0.00303721,1.09863,1.17188,1.2207,1.17188,1.09863,0.0912308,0.114195,0.0931797,0.0837993,0.103164,68,94
0.14979,0.141332,0.152439,0.129445,0.148616,0.185813,0.160878,0.172873,0.157888,0.177325,0.159269,0.175006,0.174481,0.208184,0.186992,0.189179,0.209221,0.240034,0.177729,0.204774,0.491391,0.50972,0.479372,0.372045,0.478798,0.446454,0.542347,0.435826,0.401867,0.464804,0.517484,0.502096,0.426431,0.5213,0.590591,0.549739,0.385994,0.525694,0.462154,0.455777,0.363117,0.429864,0.493021,0.256999,0.332922,0.0459937,0.0952036,0.116922,0.0699709,0.085992,0.500717,0.494692,0.492356,0.504673,0.526875,0.041638,0.0142013,0.0210678,0.022789,0.0222523,2.48028,4.94733,3.19278,3.42966,3.3564,-0.00735719,0.00558813,0.00768657,-0.0128478,0.00784917,1.09863,1.17188,1.19629,1.17188,1.09863,0.092478,0.107906,0.0998323,0.0900027,0.095143,68,91
0.172284,0.143724,0.13728,0.101995,0.0999269,0.185615,0.161175,0.157428,0.153453,0.154137,0.139748,0.174942,0.135743,0.16842,0.200901,0.234435,0.209348,0.192983,0.152648,0.160853,0.445086,0.559366,0.456895,0.679389,0.618995,0.475392,0.527325,0.555282,0.50417,0.561509,0.470139,0.490576,0.50821,0.475463,0.443125,0.530472,0.58159,0.56601,0.543291,0.569412,0.409566,0.415993,0.470071,0.271731,0.337117,0.0514888,0.0847258,0.10792,0.0705917,0.0771128,0.476831,0.496071,0.493369,0.48186,0.519778,0.0334666,0.0144418,0.0209728,0.0217561,0.0241342,2.64738,4.82767,3.23321,3.69873,3.2196,0.00606482,-0.00357405,-0.0062502,0.0936397,0.0584898,1.09863,1.07422,1.19629,1.17188,1.09863,0.073431,0.103978,0.0800797,0.0977548,0.0961282,67,88
0.11487,0.141716,0.154884,0.145651,0.148009,0.177481,0.177914,0.140982,0.17414,0.152994,0.187615,0.183878,0.149055,0.1767,0.173934,0.17383,0.204239,0.204167,0.217407,0.214084,0.360238,0.509921,0.476845,0.422283,0.465665,0.52528,0.512873,0.493792,0.57457,0.478402,0.499946,0.460954,0.466861,0.557018,0.465363,0.373213,0.39071,0.53175,0.552713,0.529934,0.243737,0.410316,0.480457,0.271984,0.332912,0.0417396,0.0839843,0.111453,0.0670948,0.0761423,0.510182,0.508606,0.492338,0.504702,0.526597,0.0357689,0.0127495,0.0207472,0.0208767,0.0240671,2.53019,5.83151,3.27043,3.83158,3.18203,-0.0296199,0.00724189,0.00819865,-0.0102541,-0.00231962,1.09863,1.17188,1.19629,1.17188,1.19629,0.0840818,0.0970661,0.0895323,0.0862385,0.0953172,67,88
0.169072,0.145885,0.137979,0.125907,0.135981,0.194575,0.180066,0.145818,0.133718,0.159395,0.205837,0.176291,0.151518,0.129187,0.157454,0.204025,0.198486,0.206232,0.173429,0.210399,0.470354,0.559763,0.461203,0.418225,0.47274,0.464223,0.483647,0.433232,0.292343,0.493265,0.431755,0.470071,0.540904,0.283808,0.396281,0.525636,0.559204,0.490497,0.343989,0.526431,0.377887,0.410735,0.482106,0.244764,0.306011,0.0411546,0.0757649,0.104545,0.0594592,0.0680914,0.491598,0.509502,0.492704,0.507875,0.5294,0.0355891,0.0127599,0.0209857,0.0215803,0.0257951,2.6733,5.82792,3.31149,3.63997,3.00252,-0.00774495,-0.00922468,-0.00593775,0.00640009,0.000482748,1.09863,1.17188,1.19629,1.17188,1.19629,0.0762179,0.0992734,0.077681,0.0915135,0.0898468,67,88
0.164134,0.141634,0.155806,0.161798,0.15138,0.183009,0.128863,0.172547,0.159179,0.176618,0.212091,0.1886,0.182582,0.181239,0.148585,0.160139,0.197058,0.183373,0.226297,0.248139,0.445408,0.509407,0.475473,0.460736,0.4743,0.444888,0.420687,0.446244,0.406191,0.462416,0.452749,0.485845,0.520229,0.500012,0.40325,0.450138,0.572471,0.540356,0.411462,0.438751,0.24631,0.41586,0.465103,0.32884,0.345945,0.0280426,0.0802314,0.103779,0.0707124,0.0699103,0.475252,0.508805,0.491826,0.507407,0.528236,0.0326264,0.0126688,0.0209322,0.0217843,0.0244356,2.60973,5.90006,3.32792,3.55906,3.18013,-0.00818536,0.00396815,0.00885077,-0.00861122,0.00699397,1.09863,1.17188,1.19629,1.17188,1.19629,0.0862498,0.100382,0.077588,0.0891274,0.0869558,68,90
0.174343,0.145441,0.138081,0.159567,0.143277,0.182862,0.165205,0.145798,0.152654,0.153134,0.216534,0.156999,0.149283,0.204292,0.170543,0.207231,0.239321,0.17288,0.227302,0.209974,0.445084,0.562146,0.465528,0.527485,0.450451,0.475989,0.527784,0.399312,0.502246,0.565651,0.481493,0.509769,0.314561,0.487787,0.419794,0.436305,0.448553,0.424029,0.457409,0.480071,0.339861,0.408878,0.404483,0.337107,0.312192,0.0398331,0.0700162,0.0858303,0.0644624,0.0650522,0.475263,0.508871,0.491411,0.505178,0.526755,0.0306496,0.0128923,0.0209581,0.0215869,0.0247197,2.67392,5.74683,3.3278,3.61603,3.12484,-0.00552551,0.00597528,0.0118068,0.00223622,0.0067217,1.09863,1.17188,1.19629,1.17188,1.19629,0.0860742,0.0951565,0.0832157,0.0884938,0.0889111,69,92
0.167803,0.143832,0.155849,0.161299,0.142085,0.164679,0.156543,0.161046,0.164115,0.142299,0.187133,0.163821,0.18281,0.195321,0.154539,0.225731,0.194748,0.20875,0.206808,0.209663,0.470055,0.506151,0.471283,0.457207,0.517981,0.504357,0.58297,0.565715,0.512251,0.526353,0.409475,0.61871,0.507848,0.479781,0.67877,0.452963,0.585443,0.502112,0.514081,0.572027,0.315027,0.407997,0.456038,0.307033,0.37231,0.0368341,0.0691856,0.0912283,0.050756,0.0583733,0.477171,0.50922,0.491634,0.506401,0.531352,0.0294916,0.0130051,0.0207316,0.0211359,0.0283025,2.68847,5.57432,3.29261,3.58452,2.86726,0.00843286,-0.00950909,-0.0046327,-0.0120239,-0.00806416,1.09863,1.17188,1.19629,1.17188,1.19629,0.0869906,0.0940705,0.0906791,0.0839401,0.0878029,69,93
0.174448,0.159856,0.13658,0.188866,0.148128,0.173275,0.182033,0.163966,0.170756,0.16645,0.174335,0.16517,0.184259,0.212329,0.15585,0.220387,0.230937,0.230948,0.241605,0.226563,0.444866,0.514976,0.469726,0.462857,0.453202,0.39394,0.494618,0.382161,0.379433,0.492952,0.370177,0.593364,0.534613,0.493123,0.635377,0.420848,0.420851,0.580183,0.420004,0.571543,0.335531,0.431571,0.465932,0.266832,0.337909,0.033646,0.0692887,0.0984655,0.0499425,0.0564656,0.477317,0.533218,0.490865,0.517128,0.530291,0.030451,0.0152555,0.0206885,0.0211714,0.028126,2.79961,4.7997,3.34905,3.69448,2.82261,0.0102571,0.0063468,0.00500198,-0.00156871,0.00085612,1.09863,1.17188,1.19629,1.17188,1.19629,0.0923073,0.0920775,0.0811211,0.0928751,0.0919418,69,93
