0.05,0.24,10.98
0.05,0.16,11
0.01,0.2,10.97
0.01,0.19,11.27
-0.05,0.21,11.45
0.01,0.42,11.23
0.14,0.48,10.83
0.31,0.7,10.56
0.24,0.61,10.75
0.21,0.75,10.93
0.16,0.79,10.96
0.28,0.74,10.91
0.2,0.84,10.83
0.25,0.77,10.87
0.4,0.77,10.94
0.28,1.01,10.84
0.33,1.03,10.84
0.29,1.03,10.91
0.36,0.99,10.87
0.34,1.06,10.82
0.35,1.02,10.84
0.37,1.15,10.81
0.34,1.22,10.79
0.43,1.19,10.92
0.38,1.19,10.8
0.43,1.21,10.72
0.39,1.23,10.9
0.34,1.31,10.86
0.41,1.24,10.8
0.46,1.3,10.78
0.37,1.32,10.95
0.37,1.26,10.89
0.56,1.29,10.89
0.44,1.43,10.86
0.47,1.33,10.8
0.42,1.28,10.86
0.43,1.32,10.89
0.43,1.41,10.9
0.44,1.44,10.89
0.55,1.41,10.87
0.44,1.48,10.87
0.43,1.46,10.86
0.5,1.39,10.79
0.51,1.37,10.74
0.49,1.46,10.79
0.55,1.44,10.83
0.54,1.49,10.73
0.51,1.53,10.79
0.47,1.48,10.77
0.47,1.45,10.72
0.49,1.52,10.92
0.49,1.61,10.72
0.54,1.46,10.77
0.57,1.52,10.8
0.55,1.52,10.81
0.57,1.54,10.78
0.56,1.58,10.73
0.41,1.5,10.92
0.52,1.59,11.03
0.57,1.6,10.73
0.57,1.52,10.77
0.53,1.57,10.83
0.53,1.57,10.85
0.64,1.56,10.53
0.65,1.62,10.43
0.57,1.53,10.5
0.6,1.5,10.46
0.54,1.33,10.68
0.41,1.37,10.91
0.31,1.1,11.25
0.18,1.06,11.37
0.38,0.98,11.06
0.4,0.93,10.83
0.41,0.8,10.89
0.41,0.87,11.07
0.3,0.95,10.87
0.33,0.88,10.85
0.38,0.79,10.89
0.24,0.78,10.95
0.25,0.63,11.04
0.35,0.64,11
0.26,0.77,10.9
0.39,0.67,10.89
0.29,0.7,10.92
0.29,0.74,10.88
0.21,0.56,11.06
0.22,0.53,10.94
0.22,0.62,10.8
0.25,0.62,10.81
0.18,0.53,11.1
0.1,0.46,11
0.14,0.53,10.87
0.05,0.53,11.06
0.17,0.47,10.94
0.17,0.39,11
0.07,0.51,10.94
0.09,0.43,10.94
0.19,0.4,10.87
0.08,0.41,10.94
0.03,0.58,10.85
0.09,0.37,11.02
0.16,0.41,10.97
0.07,0.4,10.96
0.07,0.34,10.99
0.06,0.41,10.95
0.02,0.35,10.9
0.09,0.31,10.98
-0.02,0.48,10.78
0.08,0.35,10.95
0.01,0.29,11.18
0.03,0.29,11.01
0,0.27,10.93
0.01,0.28,11
-0.01,0.29,11.01
-0.02,0.29,10.97
